id	title	frequency	units
CES3231400001	All Employees, Textile Product Mills	Monthly	Thousands of Persons
CES3231500001	All Employees, Apparel	Monthly	Thousands of Persons
CES3231600001	All Employees: Nondurable Goods: Leather and Allied Products (DISCONTINUED)	Monthly	Thousands of Persons
CES3232200001	All Employees, Paper and Paper Products	Monthly	Thousands of Persons
CES3232300001	All Employees, Printing and Related Support Activities	Monthly	Thousands of Persons
CES3232400001	All Employees, Petroleum and Coal Products	Monthly	Thousands of Persons
CES3232500001	All Employees, Chemicals	Monthly	Thousands of Persons
CES3232600001	All Employees, Plastics and Rubber Products	Monthly	Thousands of Persons
CES3232900001	All Employees, Miscellaneous Nondurable Goods Manufacturing	Monthly	Thousands of Persons
CES4000000003	Average Hourly Earnings of All Employees, Trade, Transportation, and Utilities	Monthly	Dollars per Hour
CES4000000006	Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Thousands of Persons
CES4000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Hours
CES4000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Dollars per Hour
CES4000000010	Women Employees, Trade, Transportation, and Utilities	Monthly	Thousands of Persons
CES4000000011	Average Weekly Earnings of All Employees, Trade, Transportation, and Utilities	Monthly	Dollars per Week
CES4000000016	Indexes of Aggregate Weekly Hours of All Employees, Trade, Transportation, and Utilities	Monthly	Index 2007=100
CES4000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Trade, Transportation, and Utilities	Monthly	Index 2007=100
CES4000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Dollars per Week
CES4000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Index 2002=100
CES4000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Trade, Transportation, and Utilities	Monthly	Index 2002=100
CES4000000039	Women Employees-To-All Employees Ratio: Trade, Transportation, and Utilities	Monthly	Percent
CES4142000003	Average Hourly Earnings of All Employees, Wholesale Trade	Monthly	Dollars per Hour
CES4142000006	Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Thousands of Persons
CES4142000007	Average Weekly Hours of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Hours
CES4142000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Dollars per Hour
CES4142000010	Women Employees, Wholesale Trade	Monthly	Thousands of Persons
CES4142000011	Average Weekly Earnings of All Employees, Wholesale Trade	Monthly	Dollars per Week
CES4142000016	Indexes of Aggregate Weekly Hours of All Employees, Wholesale Trade	Monthly	Index 2007=100
CES4142000017	Indexes of Aggregate Weekly Payrolls of All Employees, Wholesale Trade	Monthly	Index 2007=100
CES4142000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Dollars per Week
CES4142000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Index 2002=100
CES4142000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Wholesale Trade	Monthly	Index 2002=100
CES4142000039	Women Employees-To-All Employees Ratio: Wholesale Trade: Durable Goods	Monthly	Percent
CES4142300001	All Employees, Durable Goods	Monthly	Thousands of Persons
CES4142400001	All Employees, Nondurable Goods	Monthly	Thousands of Persons
CES4142500001	All Employees, Electronic Markets and Agents and Brokers	Monthly	Thousands of Persons
CES4200000003	Average Hourly Earnings of All Employees, Retail Trade	Monthly	Dollars per Hour
CES4200000006	Production and Nonsupervisory Employees, Retail Trade	Monthly	Thousands of Persons
CES4200000007	Average Weekly Hours of Production and Nonsupervisory Employees, Retail Trade	Monthly	Hours
CES4200000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Retail Trade	Monthly	Dollars per Hour
CES4200000010	Women Employees, Retail Trade	Monthly	Thousands of Persons
CES4200000011	Average Weekly Earnings of All Employees, Retail Trade	Monthly	Dollars per Week
CES4200000016	Indexes of Aggregate Weekly Hours of All Employees, Retail Trade	Monthly	Index 2007=100
CES4200000017	Indexes of Aggregate Weekly Payrolls of All Employees, Retail Trade	Monthly	Index 2007=100
CES4200000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Retail Trade	Monthly	Dollars per Week
CES4200000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Retail Trade	Monthly	Index 2002=100
CES4200000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Retail Trade	Monthly	Index 2002=100
CES4200000039	Women Employees-To-All Employees Ratio: Retail Trade	Monthly	Percent
CES4244100001	All Employees, Motor Vehicle and Parts Dealers	Monthly	Thousands of Persons
CES4244110001	All Employees, Automobile Dealers	Monthly	Thousands of Persons
CES4244200001	All Employees, Furniture and Home Furnishings Stores	Monthly	Thousands of Persons
CES4244300001	All Employees, Electronics and Appliance Stores	Monthly	Thousands of Persons
CES4244400001	All Employees, Building Material and Garden Supply Stores	Monthly	Thousands of Persons
CES4244500001	All Employees, Food and Beverage Stores	Monthly	Thousands of Persons
CES4244600001	All Employees, Health and Personal Care Stores	Monthly	Thousands of Persons
CES4244700001	All Employees, Gasoline Stations	Monthly	Thousands of Persons
CES4244800001	All Employees, Clothing and Clothing Accessories Stores	Monthly	Thousands of Persons
CES4245100001	All Employees, Sporting Goods, Hobby, Book, and Music Stores	Monthly	Thousands of Persons
CES4245200001	All Employees, General Merchandise Stores	Monthly	Thousands of Persons
CES4245210001	All Employees: Retail Trade: Department Stores (DISCONTINUED)	Monthly	Thousands of Persons
CES4245300001	All Employees, Miscellaneous Store Retailers	Monthly	Thousands of Persons
CES4245400001	All Employees, Nonstore Retailers	Monthly	Thousands of Persons
CES4300000001	All Employees, Transportation and Warehousing	Monthly	Thousands of Persons
CES4300000003	Average Hourly Earnings of All Employees, Transportation and Warehousing	Monthly	Dollars per Hour
CES4300000006	Production and Nonsupervisory Employees, Transportation and Warehousing	Monthly	Thousands of Persons
CES4300000007	Average Weekly Hours of Production and Nonsupervisory Employees, Transportation and Warehousing	Monthly	Hours
CES4300000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Transportation and Warehousing	Monthly	Dollars per Hour
CES4300000010	Women Employees, Transportation and Warehousing	Monthly	Thousands of Persons
CES4300000011	Average Weekly Earnings of All Employees, Transportation and Warehousing	Monthly	Dollars per Week
CES4300000016	Indexes of Aggregate Weekly Hours of All Employees, Transportation and Warehousing	Monthly	Index 2007=100
CES4300000017	Indexes of Aggregate Weekly Payrolls of All Employees, Transportation and Warehousing	Monthly	Index 2007=100
CES4300000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Transportation and Warehousing	Monthly	Dollars per Week
CES4300000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Transportation and Warehousing	Monthly	Index 2002=100
CES4300000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Transportation and Warehousing	Monthly	Index 2002=100
CES4300000039	Women Employees-To-All Employees Ratio: Transportation and Warehousing	Monthly	Percent
CES4348100001	All Employees, Air Transportation	Monthly	Thousands of Persons
CES4348200001	All Employees, Rail Transportation	Monthly	Thousands of Persons
CES4348300001	All Employees, Water Transportation	Monthly	Thousands of Persons
CES4348400001	All Employees, Truck Transportation	Monthly	Thousands of Persons
CES4348500001	All Employees, Transit and Ground Passenger Transportation	Monthly	Thousands of Persons
CES4348600001	All Employees, Pipeline Transportation	Monthly	Thousands of Persons
CES4348700001	All Employees, Scenic and Sightseeing Transportation	Monthly	Thousands of Persons
CES4348800001	All Employees, Support Activities for Transportation	Monthly	Thousands of Persons
CES4349200001	All Employees, Couriers and Messengers	Monthly	Thousands of Persons
CES4349300001	All Employees, Warehousing and Storage	Monthly	Thousands of Persons
CES4422000001	All Employees, Utilities	Monthly	Thousands of Persons
CES4422000003	Average Hourly Earnings of All Employees, Utilities	Monthly	Dollars per Hour
CES4422000006	Production and Nonsupervisory Employees, Utilities	Monthly	Thousands of Persons
CES4422000007	Average Weekly Hours of Production and Nonsupervisory Employees, Utilities	Monthly	Hours
CES4422000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Utilities	Monthly	Dollars per Hour
CES4422000010	Women Employees, Utilities	Monthly	Thousands of Persons
CES4422000011	Average Weekly Earnings of All Employees, Utilities	Monthly	Dollars per Week
CES4422000016	Indexes of Aggregate Weekly Hours of All Employees, Utilities	Monthly	Index 2007=100
CES4422000017	Indexes of Aggregate Weekly Payrolls of All Employees, Utilities	Monthly	Index 2007=100
CES4422000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Utilities	Monthly	Dollars per Week
CES4422000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Utilities	Monthly	Index 2002=100
CES4422000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Utilities	Monthly	Index 2002=100
CES4422000039	Women Employees-To-All Employees Ratio: Utilities	Monthly	Percent
CES5000000003	Average Hourly Earnings of All Employees, Information	Monthly	Dollars per Hour
CES5000000006	Production and Nonsupervisory Employees, Information	Monthly	Thousands of Persons
CES5000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Information	Monthly	Hours
CES5000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Information	Monthly	Dollars per Hour
CES5000000010	Women Employees, Information	Monthly	Thousands of Persons
CES5000000011	Average Weekly Earnings of All Employees, Information	Monthly	Dollars per Week
CES5000000016	Indexes of Aggregate Weekly Hours of All Employees, Information	Monthly	Index 2007=100
CES5000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Information	Monthly	Index 2007=100
CES5000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Information	Monthly	Dollars per Week
CES5000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Information	Monthly	Index 2002=100
CES5000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Information	Monthly	Index 2002=100
CES5000000039	Women Employees-To-All Employees Ratio: Information	Monthly	Percent
CES5051100001	All Employees, Publishing Industries, Except Internet	Monthly	Thousands of Persons
CES5051200001	All Employees, Motion Picture and Sound Recording Industries	Monthly	Thousands of Persons
CES5051500001	All Employees, Broadcasting, Except Internet	Monthly	Thousands of Persons
CES5051700001	All Employees, Telecommunications	Monthly	Thousands of Persons
CES5051800001	All Employees, Data Processing, Hosting and Related Services	Monthly	Thousands of Persons
CES5051900001	All Employees, Other Information Services	Monthly	Thousands of Persons
CES5500000003	Average Hourly Earnings of All Employees, Financial Activities	Monthly	Dollars per Hour
CES5500000006	Production and Nonsupervisory Employees, Financial Activities	Monthly	Thousands of Persons
CES5500000007	Average Weekly Hours of Production and Nonsupervisory Employees, Financial Activities	Monthly	Hours
CES5500000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Financial Activities	Monthly	Dollars per Hour
CES5500000010	Women Employees, Financial Activities	Monthly	Thousands of Persons
CES5500000011	Average Weekly Earnings of All Employees, Financial Activities	Monthly	Dollars per Week
CES5500000016	Indexes of Aggregate Weekly Hours of All Employees, Financial Activities	Monthly	Index 2007=100
CES5500000017	Indexes of Aggregate Weekly Payrolls of All Employees, Financial Activities	Monthly	Index 2007=100
CES5500000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Financial Activities	Monthly	Dollars per Week
CES5500000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Financial Activities	Monthly	Index 2002=100
CES5500000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Financial Activities	Monthly	Index 2002=100
CES5500000039	Women Employees-To-All Employees Ratio: Financial Activities	Monthly	Percent
CES5552000001	All Employees, Finance and Insurance	Monthly	Thousands of Persons
CES5552100001	All Employees, Monetary Authorities - Central Bank	Monthly	Thousands of Persons
CES5552200001	All Employees, Credit Intermediation and Related Activities	Monthly	Thousands of Persons
CES5552210001	All Employees, Depository Credit Intermediation	Monthly	Thousands of Persons
CES5552211001	All Employees, Commercial Banking	Monthly	Thousands of Persons
CES5552300001	All Employees, Securities, Commodity Contracts, Investments, and Funds and Trusts	Monthly	Thousands of Persons
CES5552400001	All Employees, Insurance Carriers and Related Activities	Monthly	Thousands of Persons
CES5552500001	All Employees: Financial Activities: Funds, Trusts, and Other Financial Vehicles (DISCONTINUED)	Monthly	Thousands of Persons
CES5553000001	All Employees, Real Estate and Rental and Leasing	Monthly	Thousands of Persons
CES5553100001	All Employees, Real Estate	Monthly	Thousands of Persons
CES5553200001	All Employees, Rental and Leasing Services	Monthly	Thousands of Persons
CES5553300001	All Employees, Lessors of Nonfinancial Intangible Assets	Monthly	Thousands of Persons
CES6000000003	Average Hourly Earnings of All Employees, Professional and Business Services	Monthly	Dollars per Hour
CES6000000006	Production and Nonsupervisory Employees, Professional and Business Services	Monthly	Thousands of Persons
CES6000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Professional and Business Services	Monthly	Hours
CES6000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Professional and Business Services	Monthly	Dollars per Hour
CES6000000010	Women Employees, Professional and Business Services	Monthly	Thousands of Persons
CES6000000011	Average Weekly Earnings of All Employees, Professional and Business Services	Monthly	Dollars per Week
CES6000000016	Indexes of Aggregate Weekly Hours of All Employees, Professional and Business Services	Monthly	Index 2007=100
CES6000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Professional and Business Services	Monthly	Index 2007=100
CES6000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Professional and Business Services	Monthly	Dollars per Week
CES6000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Professional and Business Services	Monthly	Index 2002=100
CES6000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Professional and Business Services	Monthly	Index 2002=100
CES6000000039	Women Employees-To-All Employees Ratio: Professional and Business Services	Monthly	Percent
CES6054000001	All Employees, Professional and Technical Services	Monthly	Thousands of Persons
CES6054110001	All Employees, Legal Services	Monthly	Thousands of Persons
CES6054120001	All Employees, Accounting and Bookkeeping Services	Monthly	Thousands of Persons
CES6054130001	All Employees, Architectural and Engineering Services	Monthly	Thousands of Persons
CES6054150001	All Employees, Computer Systems Design and Related Services	Monthly	Thousands of Persons
CES6054160001	All Employees, Management and Technical Consulting Services	Monthly	Thousands of Persons
CES6055000001	All Employees, Management of Companies and Enterprises	Monthly	Thousands of Persons
CES6056000001	All Employees, Administrative and Waste Services	Monthly	Thousands of Persons
CES6056100001	All Employees, Administrative and Support Services	Monthly	Thousands of Persons
CES6056130001	All Employees, Employment Services	Monthly	Thousands of Persons
CES6056140001	All Employees, Business Support Services	Monthly	Thousands of Persons
CES6056170001	All Employees, Services to Buildings and Dwellings	Monthly	Thousands of Persons
CES6056200001	All Employees, Waste Management and Remediation Services	Monthly	Thousands of Persons
CES6500000003	Average Hourly Earnings of All Employees, Education and Health Services	Monthly	Dollars per Hour
CES6500000006	Production and Nonsupervisory Employees, Education and Health Services	Monthly	Thousands of Persons
CES6500000007	Average Weekly Hours of Production and Nonsupervisory Employees, Education and Health Services	Monthly	Hours
CES6500000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Education and Health Services	Monthly	Dollars per Hour
CES6500000010	Women Employees, Education and Health Services	Monthly	Thousands of Persons
CES6500000011	Average Weekly Earnings of All Employees, Education and Health Services	Monthly	Dollars per Week
CES6500000016	Indexes of Aggregate Weekly Hours of All Employees, Education and Health Services	Monthly	Index 2007=100
CES6500000017	Indexes of Aggregate Weekly Payrolls of All Employees, Education and Health Services	Monthly	Index 2007=100
CES6500000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Education and Health Services	Monthly	Dollars per Week
CES6500000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Education and Health Services	Monthly	Index 2002=100
CES6500000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Education and Health Services	Monthly	Index 2002=100
CES6500000039	Women Employees-To-All Employees Ratio: Education and Health Services	Monthly	Percent
CES6561000001	All Employees, Educational Services	Monthly	Thousands of Persons
CES6562000001	All Employees, Health Care and Social Assistance	Monthly	Thousands of Persons
CES6562000101	All Employees, Health Care	Monthly	Thousands of Persons
CES6562100001	All Employees, Ambulatory Health Care Services	Monthly	Thousands of Persons
CES6562110001	All Employees, Offices of Physicians	Monthly	Thousands of Persons
CES6562140001	All Employees, Outpatient Care Centers	Monthly	Thousands of Persons
CES6562160001	All Employees, Home Health Care Services	Monthly	Thousands of Persons
CES6562200001	All Employees, Hospitals	Monthly	Thousands of Persons
CES6562300001	All Employees, Nursing and Residential Care Facilities	Monthly	Thousands of Persons
CES6562310001	All Employees, Nursing Care Facilities	Monthly	Thousands of Persons
CES6562400001	All Employees, Social Assistance	Monthly	Thousands of Persons
CES6562440001	All Employees, Child Day Care Services	Monthly	Thousands of Persons
CES7000000003	Average Hourly Earnings of All Employees, Leisure and Hospitality	Monthly	Dollars per Hour
CES7000000006	Production and Nonsupervisory Employees, Leisure and Hospitality	Monthly	Thousands of Persons
CES7000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Leisure and Hospitality	Monthly	Hours
CES7000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Leisure and Hospitality	Monthly	Dollars per Hour
CES7000000010	Women Employees, Leisure and Hospitality	Monthly	Thousands of Persons
CES7000000011	Average Weekly Earnings of All Employees, Leisure and Hospitality	Monthly	Dollars per Week
CES7000000016	Indexes of Aggregate Weekly Hours of All Employees, Leisure and Hospitality	Monthly	Index 2007=100
CES7000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Leisure and Hospitality	Monthly	Index 2007=100
CES7000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Leisure and Hospitality	Monthly	Dollars per Week
CES7000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Leisure and Hospitality	Monthly	Index 2002=100
CES7000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Leisure and Hospitality	Monthly	Index 2002=100
CES7000000039	Women Employees-To-All Employees Ratio: Leisure and Hospitality	Monthly	Percent
CES7071000001	All Employees, Arts, Entertainment, and Recreation	Monthly	Thousands of Persons
CES7071100001	All Employees, Performing Arts and Spectator Sports	Monthly	Thousands of Persons
CES7071200001	All Employees, Museums, Historical Sites, and Similar Institutions	Monthly	Thousands of Persons
CES7071300001	All Employees, Amusements, Gambling, and Recreation	Monthly	Thousands of Persons
CES7072000001	All Employees, Accommodation and Food Services	Monthly	Thousands of Persons
CES7072100001	All Employees, Accommodation	Monthly	Thousands of Persons
CES7072200001	All Employees, Food Services and Drinking Places	Monthly	Thousands of Persons
CES8000000003	Average Hourly Earnings of All Employees, Other Services	Monthly	Dollars per Hour
CES8000000006	Production and Nonsupervisory Employees, Other Services	Monthly	Thousands of Persons
CES8000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Other Services	Monthly	Hours
CES8000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Other Services	Monthly	Dollars per Hour
CES8000000010	Women Employees, Other Services	Monthly	Thousands of Persons
CES8000000011	Average Weekly Earnings of All Employees, Other Services	Monthly	Dollars per Week
CES8000000016	Indexes of Aggregate Weekly Hours of All Employees, Other Services	Monthly	Index 2007=100
CES8000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Other Services	Monthly	Index 2007=100
CES8000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Other Services	Monthly	Dollars per Week
CES8000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Other Services	Monthly	Index 2002=100
CES8000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Other Services	Monthly	Index 2002=100
CES8000000039	Women Employees-To-All Employees Ratio: Other Services	Monthly	Percent
CES8081100001	All Employees, Repair and Maintenance	Monthly	Thousands of Persons
CES8081200001	All Employees, Personal and Laundry Services	Monthly	Thousands of Persons
CES8081300001	All Employees, Membership Associations and Organizations	Monthly	Thousands of Persons
CES9000000010	Women Employees, Government	Monthly	Thousands of Persons
CES9000000039	Women Employees-To-All Employees Ratio: Government	Monthly	Percent
CES9091000001	All Employees, Federal	Monthly	Thousands of Persons
CES9091100001	All Employees, Federal, Except U.S. Postal Service	Monthly	Thousands of Persons
CES9091912001	All Employees, U.S. Postal Service	Monthly	Thousands of Persons
CES9092000001	All Employees, State Government	Monthly	Thousands of Persons
CES9092161101	All Employees, State Government Education	Monthly	Thousands of Persons
CES9092200001	All Employees, State Government, Excluding Education	Monthly	Thousands of Persons
CES9093000001	All Employees, Local Government	Monthly	Thousands of Persons
CES9093161101	All Employees, Local Government Education	Monthly	Thousands of Persons
CES9093200001	All Employees, Local Government, Excluding Education	Monthly	Thousands of Persons
CEU0000000010	Women Employees, Total Nonfarm	Monthly	Thousands of Persons
CEU0500000001	All Employees, Total Private	Monthly	Thousands of Persons
CEU0500000002	Average Weekly Hours of All Employees, Total Private	Monthly	Hours
CEU0500000003	Average Hourly Earnings of All Employees, Total Private	Monthly	Dollars per Hour
CEU0500000006	Production and Nonsupervisory Employees, Total Private	Monthly	Thousands of Persons
CEU0500000007	Average Weekly Hours of Production and Nonsupervisory Employees, Total Private	Monthly	Hours
CEU0500000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Total Private	Monthly	Dollars per Hour
CEU0500000010	Women Employees, Total Private	Monthly	Thousands of Persons
CEU0500000011	Average Weekly Earnings of All Employees, Total Private	Monthly	Dollars per Week
CEU0500000016	Indexes of Aggregate Weekly Hours of All Employees, Total Private	Monthly	Index 2007=100
CEU0500000017	Indexes of Aggregate Weekly Payrolls of All Employees, Total Private	Monthly	Index 2007=100
CEU0500000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Total Private	Monthly	Dollars per Week
CEU0500000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Total Private	Monthly	Index 2002=100
CEU0500000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Total Private	Monthly	Index 2002=100
CEU0600000001	All Employees, Goods-Producing	Monthly	Thousands of Persons
CEU0600000002	Average Weekly Hours of All Employees, Goods-Producing	Monthly	Hours
CEU0600000003	Average Hourly Earnings of All Employees, Goods-Producing	Monthly	Dollars per Hour
CEU0600000006	Production and Nonsupervisory Employees, Goods-Producing	Monthly	Thousands of Persons
CEU0600000007	Average Weekly Hours of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Hours
CEU0600000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Dollars per Hour
CEU0600000010	Women Employees, Goods-Producing	Monthly	Thousands of Persons
CEU0600000011	Average Weekly Earnings of All Employees, Goods-Producing	Monthly	Dollars per Week
CEU0600000016	Indexes of Aggregate Weekly Hours of All Employees, Goods-Producing	Monthly	Index 2007=100
CEU0600000017	Indexes of Aggregate Weekly Payrolls of All Employees, Goods-Producing	Monthly	Index 2007=100
CEU0600000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Dollars per Week
CEU0600000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Index 2002=100
CEU0600000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Goods-Producing	Monthly	Index 2002=100
CEU0800000001	All Employees, Private Service-Providing	Monthly	Thousands of Persons
CEU0800000002	Average Weekly Hours of All Employees, Private Service-Providing	Monthly	Hours
CEU0800000003	Average Hourly Earnings of All Employees, Private Service-Providing	Monthly	Dollars per Hour
CEU0800000006	Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Thousands of Persons
CEU0800000007	Average Weekly Hours of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Hours
CEU0800000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Dollars per Hour
CEU0800000010	Women Employees, Private Service-Providing	Monthly	Thousands of Persons
CEU0800000011	Average Weekly Earnings of All Employees, Private Service-Providing	Monthly	Dollars per Week
CEU0800000016	Indexes of Aggregate Weekly Hours of All Employees, Private Service-Providing	Monthly	Index 2007=100
CEU0800000017	Indexes of Aggregate Weekly Payrolls of All Employees, Private Service-Providing	Monthly	Index 2007=100
CEU0800000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Dollars per Week
CEU0800000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Index 2002=100
CEU0800000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Private Service-Providing	Monthly	Index 2002=100
CEU1000000001	All Employees, Mining and Logging	Monthly	Thousands of Persons
CEU1000000002	Average Weekly Hours of All Employees, Mining and Logging	Monthly	Hours
CEU1000000003	Average Hourly Earnings of All Employees, Mining and Logging	Monthly	Dollars per Hour
CEU1000000006	Production and Nonsupervisory Employees, Mining and Logging	Monthly	Thousands of Persons
CEU1000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Hours
CEU1000000008	Average Hourly Earnings of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Dollars per Hour
CEU1000000010	Women Employees, Mining and Logging	Monthly	Thousands of Persons
CEU1000000011	Average Weekly Earnings of All Employees, Mining and Logging	Monthly	Dollars per Week
CEU1000000016	Indexes of Aggregate Weekly Hours of All Employees, Mining and Logging	Monthly	Index 2007=100
CEU1000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Mining and Logging	Monthly	Index 2007=100
CEU1000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Dollars per Week
CEU1000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Index 2002=100
CEU1000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Mining and Logging	Monthly	Index 2002=100
CEU1011330001	All Employees, Logging	Monthly	Thousands of Persons
CEU1021000001	All Employees, Mining	Monthly	Thousands of Persons
CEU1021100001	All Employees, Oil and Gas Extraction	Monthly	Thousands of Persons
CEU1021200001	All Employees, Mining, Except Oil and Gas	Monthly	Thousands of Persons
CEU1021210001	All Employees, Coal Mining	Monthly	Thousands of Persons
CEU1021300001	All Employees, Support Activities for Mining	Monthly	Thousands of Persons
CEU2000000001	All Employees, Construction	Monthly	Thousands of Persons
CEU2000000002	Average Weekly Hours of All Employees, Construction	Monthly	Hours
CEU2000000003	Average Hourly Earnings of All Employees, Construction	Monthly	Dollars per Hour
CEU2000000006	Production and Nonsupervisory Employees, Construction	Monthly	Thousands of Persons
CEU2000000007	Average Weekly Hours of Production and Nonsupervisory Employees, Construction	Monthly	Hours
CEU2000000010	Women Employees, Construction	Monthly	Thousands of Persons
CEU2000000011	Average Weekly Earnings of All Employees, Construction	Monthly	Dollars per Week
CEU2000000016	Indexes of Aggregate Weekly Hours of All Employees, Construction	Monthly	Index 2007=100
CEU2000000017	Indexes of Aggregate Weekly Payrolls of All Employees, Construction	Monthly	Index 2007=100
CEU2000000030	Average Weekly Earnings of Production and Nonsupervisory Employees, Construction	Monthly	Dollars per Week
CEU2000000034	Indexes of Aggregate Weekly Hours of Production and Nonsupervisory Employees, Construction	Monthly	Index 2002=100
CEU2000000035	Indexes of Aggregate Weekly Payrolls of Production and Nonsupervisory Employees, Construction	Monthly	Index 2002=100
CEU2023600001	All Employees, Construction of Buildings	Monthly	Thousands of Persons
CEU2023610001	All Employees, Residential Building	Monthly	Thousands of Persons
CEU2023620001	All Employees, Nonresidential Building	Monthly	Thousands of Persons
CEU2023700001	All Employees, Heavy and Civil Engineering Construction	Monthly	Thousands of Persons
CEU2023800001	All Employees, Specialty Trade Contractors	Monthly	Thousands of Persons
CEU2023800101	All Employees, Residential Specialty Trade Contractors	Monthly	Thousands of Persons
